Company,Ticker,Sector,Filing_Year,Paragraph_id,Passage,AI_keywords,risk_category,disclosure_quality,annotation
NVIDIA,NVDA,Technology,2023,277,"Demand for our products is based on many factors in addition to the lead times described above that have caused and/or could in the future cause us to either underestimate or overestimate our customers’ future demand for our products, or otherwise cause a mismatch between supply and demand for our products and impact the timing and volume of our revenue, including: •competing technologies and competitor product releases and announcements; •changes in business and economic conditions resulting in decreased end demand; •sudden or sustained government lockdowns or actions to control case spread of COVID-19 or other global or local health issues; •rapidly changing technology or customer requirements; •time to market; 18 Table of Contents •new product introductions and transitions resulting in less demand for existing products; •new or unexpected end use cases; •increase in demand for competitive products, including competitive actions; •business decisions made by third parties; •the demand for accelerated or AI-related cloud services, including our own software and AI cloud service offerings; •the demand for cryptocurrency mining; or •government actions or changes in governmental policies, such as increased restrictions on gaming usage.",AI,Other,1.0,Long list of demand/supply mismatch factors; AI-cloud demand is one of many
NVIDIA,NVDA,Technology,2023,278,Examples include our Omniverse platform and third-party large language models and generative models.,"large language model, large language models",Third-Party/Vendor,1.0,Descriptive: Omniverse platform and third-party LLMs/generative models
NVIDIA,NVDA,Technology,2023,279,"We are subject to laws and regulations domestically and worldwide, affecting our operations in areas including, but not limited to, IP ownership and infringement; taxes; import and export requirements and tariffs; anti-corruption, including the Foreign Corrupt Practices Act; business acquisitions; foreign exchange controls and cash repatriation restrictions; data privacy requirements; competition and antitrust; advertising; employment; product regulations; cybersecurity; environmental, health, and safety requirements; the responsible use of AI; climate change; cryptocurrency; and consumer laws.",AI,Regulation,1.0,Broad boilerplate regulated-areas list incl. responsible use of AI and FCPA
NVIDIA,NVDA,Technology,2023,280,"The increasing focus on the strategic importance of AI technologies has already resulted in regulatory restrictions that target products and services capable of enabling or facilitating AI, and may in the future result in additional restrictions impacting some or all of our product and service offerings.","AI, AI technologies",Regulation,2.0,AI's strategic importance has already resulted in regulatory restrictions on AI-enabling products
NVIDIA,NVDA,Technology,2023,281,"Such restrictions could include additional unilateral or multilateral export controls on certain products or technology, including but not limited to AI technologies.","AI, AI technologies",Geopolitical/Trade,3.0,Specific: potential unilateral/multilateral export controls on AI technologies
NVIDIA,NVDA,Technology,2023,282,"As geopolitical tensions have increased, semiconductors associated with AI, including GPUs and associated products, are increasingly the focus of export control restrictions proposed by stakeholders in the U.S. and its allies, and it is likely that additional unilateral or multilateral controls will be adopted.",AI,Geopolitical/Trade,3.0,Specific: AI-related semiconductors increasingly targeted by U.S./allied export controls amid geopolitical tension
NVIDIA,NVDA,Technology,2023,283,"Export controls targeting GPUs and semiconductors associated with AI, which are increasingly likely, would restrict our ability to export our technology, products, or services even though competitors may not be subject to similar restrictions, creating a competitive disadvantage for us and 28 Table of Contents negatively impacting our business and financial results.",AI,Geopolitical/Trade,3.0,"Highly specific: export controls would create competitive disadvantage vs. non-restricted competitors, hurting financial results"
NVIDIA,NVDA,Technology,2023,284,"Issues relating to the responsible use of our technologies, including AI in our offerings, may result in reputational and financial harm and liability.",AI,Bias/Ethics,1.0,Generic: responsible-AI issues may cause reputational/financial harm
NVIDIA,NVDA,Technology,2023,285,"Concerns relating to the responsible use of new and evolving technologies, such as AI, in our products and services may result in reputational and financial harm and liability, and may cause us to incur costs to resolve such issues.",AI,Bias/Ethics,2.0,Responsible-AI concerns may cause reputational/financial harm and cost to resolve
NVIDIA,NVDA,Technology,2023,286,We are increasingly building AI capabilities into many of our products and services.,AI,Other,1.0,Descriptive: increasingly building AI capabilities into products
NVIDIA,NVDA,Technology,2023,287,"AI poses emerging ethical issues and presents risks and challenges that could affect its adoption, and therefore our business.",AI,Bias/Ethics,2.0,AI poses emerging ethical issues and risks affecting adoption
NVIDIA,NVDA,Technology,2023,288,"If we enable or offer solutions that draw controversy due to their perceived or actual impact on society, such as AI solutions that have unintended consequences or are controversial because of their impact on human rights, privacy, employment, or other social, economic, or political issues, or if we are unable to develop effective internal policies and frameworks relating to the responsible development and use of AI models and systems offered through our sales channels, we may experience brand or reputational harm, competitive harm or legal liability.","AI, AI model, AI models",Bias/Ethics,3.0,"Specific: AI controversy re: human rights/privacy/employment could cause brand, competitive, legal harm"
NVIDIA,NVDA,Technology,2023,289,"Compliance with government regulation in the area of AI ethics may also increase the cost of related research and development, and changes in AI-related regulation could disproportionately impact and disadvantage us and require us to change our business practices, which may negatively impact our financial results.","AI, AI ethics",Regulation,3.0,Specific: AI ethics compliance raises R&D cost; AI regulation could disproportionately disadvantage the company
NVIDIA,NVDA,Technology,2023,290,Our failure to address concerns relating to the responsible use of AI by us or others could undermine public confidence in AI and slow adoption of AI in our products and services or cause reputational harm.,AI,Bias/Ethics,2.0,Failure to address responsible-AI concerns could undermine public confidence/slow adoption
NVIDIA,NVDA,Technology,2023,291,"Concerns about our practices or the ultimate use 30 Table of Contents of our products and services with regard to the collection, use, retention, security or disclosure of personal information or other privacy-related matters, including for use in AI, even if unfounded, could damage our reputation and adversely affect our operating results.",AI,Privacy,2.0,"Concerns re: personal-data practices, including for AI use, could damage reputation"
NVIDIA,NVDA,Technology,2023,292,"Additionally, several states and localities have enacted measures related to the use of artificial intelligence and machine learning in products and services.","artificial intelligence, machine learning",Regulation,2.0,States/localities have enacted AI/ML-related measures
NVIDIA,NVDA,Technology,2023,293,"Furthermore, there exists a proposed European regulation related to AI that, if adopted, could impose onerous obligations that may disproportionately impact and disadvantage us and require us to change our business practices.",AI,Regulation,3.0,Specific: proposed EU AI regulation could disproportionately disadvantage the company
NVIDIA,NVDA,Technology,2024,294,"Risks Related to Regulatory, Legal, Our Stock and Other Matters •We are subject to complex laws, rules and regulations, and political and other actions, which may adversely impact our business. •Increased scrutiny from shareholders, regulators, and others regarding our corporate sustainability practices could result in financial, reputational, or operational harm and liability. •Issues relating to the responsible use of our technologies, including AI, may result in reputational or financial harm and liability. •Adequately protecting our IP rights could be costly, and our ability to compete could be harmed if we are unsuccessful or if we are prohibited from making or selling our products. •We are subject to stringent and changing data privacy and security laws, rules, regulations, and other obligations.",AI,Regulation,1.0,"Risk-highlights list incl. responsible-AI-use bullet, generic"
NVIDIA,NVDA,Technology,2024,295,"We have begun offering enterprise customers NVIDIA DGX Cloud services directly and through our network of partners, which include cloud-based infrastructure, software and services for training and deploying AI models, and NVIDIA AI Foundations for customizable pretrained AI models.","AI, AI model, AI models",Other,1.0,Descriptive: DGX Cloud and AI Foundations offerings
NVIDIA,NVDA,Technology,2024,296,"We also offer or plan to offer standalone software solutions, including NVIDIA AI Enterprise, NVIDIA Omniverse, NVIDIA DRIVE, and several other software solutions.",AI,Other,1.0,Descriptive: standalone AI software solutions offered
NVIDIA,NVDA,Technology,2024,297,"For example, others may offer cloud-based services that compete with our AI cloud service offerings, and we may not be able to establish market share sufficient to achieve the scale necessary to meet our business objectives.",AI,Competitive,2.0,Competing cloud-based AI services could limit ability to reach necessary market share
NVIDIA,NVDA,Technology,2024,298,"Many additional factors have caused and/or could in the future cause us to either underestimate or overestimate our customers’ future demand for our products, or otherwise cause a mismatch between supply and demand for our products and impact the timing and volume of our revenue, including: •changes in product development cycles and time to market; •competing technologies and competitor product releases and announcements; •changes in business and economic conditions resulting in decreased end demand; •sudden or sustained government lockdowns or actions to control case spread of global or local health issues; •rapidly changing technology or customer requirements; •the availability of sufficient data center capacity and energy for customers to procure; •new product introductions and transitions resulting in less demand for existing products; •new or unexpected end-use cases; •increase in demand for competitive products, including competitive actions; •business decisions made by third parties; •the demand for accelerated or AI-related cloud services, including our own software and NVIDIA DGX Cloud services; •changes that impact the ecosystem for the architectures underlying our products and technologies; •the demand for our products; or •government actions or changes in governmental policies, such as export controls or increased restrictions on gaming usage.",AI,Other,1.0,Long list of demand/supply mismatch factors incl. AI-cloud demand and export controls
NVIDIA,NVDA,Technology,2024,299,We will have a broader and faster Data Center product launch cadence to meet a growing and diverse set of AI opportunities.,AI,Competitive,1.0,Generic: faster product cadence needed to meet growing AI opportunities
NVIDIA,NVDA,Technology,2024,300,"We build technology and introduce products for new and innovative use cases and applications, such as NVIDIA DGX Cloud services, NVIDIA AI Foundations, Omniverse platform, LLMs, and generative AI models.","AI, generative AI, LLM, LLMs, AI model, AI models",Other,1.0,Descriptive: builds products for new AI/LLM use cases
NVIDIA,NVDA,Technology,2024,301,"Recent technologies, such as generative AI models, have emerged, and while they have driven increased demand for Data Center, the long-term trajectory is unknown.","AI, generative AI, AI model, AI models",Other,2.0,Generative AI has driven demand increase but long-term trajectory is unknown
NVIDIA,NVDA,Technology,2024,302,"Because our products may be used in multiple use cases and applications, it is difficult for us to estimate with any reasonable degree of precision the impact of generative AI models on our reported revenue or forecasted demand.","AI, generative AI, AI model, AI models",Other,2.0,Specific: difficult to estimate generative AI's impact on reported revenue/demand
NVIDIA,NVDA,Technology,2024,303,"AI software products we or our partners offer rely on 18 Table of Contents training data that may originate from third parties and new training methods, and the resulting products may contain unknown or undetected defects and errors, or reflect unintended bias.",AI,Accuracy/Reliability,3.0,Specific: AI products may contain undetected defects/errors or reflect unintended bias from third-party training data
NVIDIA,NVDA,Technology,2024,304,"Additionally, some actors are using AI technology to launch more automated, targeted and coordinated attacks.","AI, AI technology",Cybersecurity,2.0,"Some actors use AI to launch more automated, targeted, coordinated attacks"
NVIDIA,NVDA,Technology,2024,305,We may also incorporate third-party data into our AI algorithms or use open-source datasets to train our algorithms.,"AI, algorithm, algorithms",Third-Party/Vendor,1.0,Descriptive: incorporates third-party/open-source data into AI algorithms
NVIDIA,NVDA,Technology,2024,306,"We may have limited insight into the data privacy or security practices of third-party suppliers, including for our AI algorithms.","AI, algorithm, algorithms",Third-Party/Vendor,2.0,Limited insight into third-party suppliers' data privacy/security practices for AI algorithms
NVIDIA,NVDA,Technology,2024,307,"We are subject to laws and regulations domestically and worldwide, affecting our operations in areas including, but not limited to, IP ownership and infringement; taxes; import and export requirements and tariffs; anti-corruption, including the Foreign Corrupt Practices Act; business acquisitions; foreign exchange controls and cash repatriation restrictions; data privacy requirements; competition and antitrust; advertising; employment; product regulations; cybersecurity; environmental, health, and safety requirements; the responsible use of AI; sustainability; cryptocurrency; and consumer laws.",AI,Regulation,1.0,Broad boilerplate regulated-areas list incl. responsible use of AI
NVIDIA,NVDA,Technology,2024,308,"Our position in markets relating to AI has led to increased interest in our business from regulators worldwide, including the European Union, the United States, the United Kingdom and China.",AI,Regulation,3.0,"Specific: AI market position has drawn regulatory interest from EU, US, UK, China"
NVIDIA,NVDA,Technology,2024,309,"We have also received requests for information from regulators in the European Union, the United Kingdom, and China regarding our sales of GPUs, our efforts to allocate supply, foundation models and our investments, partnerships and other agreements with companies developing foundation models, and we expect to receive additional requests for information in the future.","foundation model, foundation models",Regulation,3.0,"Highly specific: regulator information requests re: GPU sales, supply allocation, foundation-model partnerships"
NVIDIA,NVDA,Technology,2024,310,"Governments and regulators are considering imposing restrictions on the hardware, software, and systems used to develop frontier foundation models and generative AI.","AI, generative AI, foundation model, foundation models",Regulation,2.0,Governments considering restrictions on tools used to develop frontier AI models
NVIDIA,NVDA,Technology,2024,311,The increasing focus on the risks and strategic importance of AI technologies has resulted in regulatory restrictions that target products and services capable of enabling or facilitating AI and may in the future result in additional restrictions impacting some or all of our product and service offerings.,"AI, AI technologies",Regulation,2.0,AI's strategic importance has resulted in regulatory restrictions on AI-enabling products
NVIDIA,NVDA,Technology,2024,312,"Concerns regarding third-party use of AI for purposes contrary to local governmental interests, including concerns relating to the misuse of AI applications, models, and solutions, has resulted in and could in the future result in unilateral or multilateral restrictions on products that can be used for training, modifying, tuning, and deploying LLMs.","AI, LLM, LLMs",Geopolitical/Trade,3.0,Specific: misuse concerns could lead to restrictions on products used to train/tune/deploy LLMs
NVIDIA,NVDA,Technology,2024,313,"Such restrictions could include additional unilateral or multilateral export controls on certain products or technology, including but not limited to AI technologies.","AI, AI technologies",Geopolitical/Trade,3.0,Specific: potential unilateral/multilateral export controls on AI technologies
NVIDIA,NVDA,Technology,2024,314,"As geopolitical tensions have increased, semiconductors associated with AI, including GPUs and associated products, are increasingly the focus of export control restrictions proposed by stakeholders in the U.S. and its allies.",AI,Geopolitical/Trade,3.0,Specific: AI semiconductors increasingly targeted by U.S./allied export controls
NVIDIA,NVDA,Technology,2024,315,"Export controls targeting GPUs and semiconductors associated with AI, which have been imposed and are increasingly likely to be further tightened, would further restrict our ability to export our technology, products, or services even though competitors may not be subject to similar restrictions, creating a competitive disadvantage for us and negatively impacting our business and financial results.",AI,Geopolitical/Trade,3.0,"Highly specific: imposed/tightening export controls create competitive disadvantage, hurt financial results"
NVIDIA,NVDA,Technology,2024,316,"Export controls targeting GPUs and semiconductors associated with AI have subjected and may in the future subject downstream users of our products to additional restrictions on the use, resale, repair, or transfer of our products, negatively impacting our business and financial results.",AI,Geopolitical/Trade,3.0,Specific: export controls restrict downstream use/resale/repair/transfer of products
NVIDIA,NVDA,Technology,2024,317,"Controls could negatively impact our cost and/or ability to provide services such as NVIDIA AI cloud services and could impact the cost and/or ability for our cloud service providers and customers to provide services to their end customers, even outside China.",AI,Geopolitical/Trade,3.0,"Specific: controls could raise costs/limit ability to provide AI cloud services, even outside China"
NVIDIA,NVDA,Technology,2024,318,"Given the increasing strategic importance of AI and rising geopolitical tensions, the USG has changed and may again change the export control rules at any time and further subject a wider range of our products to export restrictions and licensing requirements, negatively impacting our business and financial results.",AI,Geopolitical/Trade,3.0,"Specific: USG may further change export control rules, subjecting more products to restrictions"
NVIDIA,NVDA,Technology,2024,319,"Issues relating to the responsible use of our technologies, including AI in our offerings, may result in reputational or financial harm and liability.",AI,Bias/Ethics,1.0,Generic: responsible-AI issues may cause reputational/financial harm
NVIDIA,NVDA,Technology,2024,320,"Concerns relating to the responsible use of new and evolving technologies, such as AI, in our products and services may result in reputational or financial harm and liability and may cause us to incur costs to resolve such issues.",AI,Bias/Ethics,2.0,Responsible-AI concerns may cause reputational/financial harm and cost to resolve
NVIDIA,NVDA,Technology,2024,321,"We are increasingly building AI capabilities and protections into many of our products and services, and we also offer stand-alone AI applications.",AI,Other,1.0,"Descriptive: building AI capabilities/protections into products, standalone AI apps"
NVIDIA,NVDA,Technology,2024,322,"AI poses emerging legal, social, and ethical issues and presents risks and challenges that could affect its adoption, and therefore our business.",AI,Bias/Ethics,2.0,"AI poses emerging legal, social, ethical issues affecting adoption"
NVIDIA,NVDA,Technology,2024,323,"If we enable or offer solutions that draw controversy due to their perceived or actual impact on society, such as AI solutions that have unintended consequences, infringe copyright or rights of publicity, or are controversial because of their impact on human rights, privacy, employment or other social, economic or political issues, or if we are unable to develop effective internal policies and frameworks relating to the responsible development and use of AI models and systems offered through our sales channels, we may experience brand or reputational harm, competitive harm or legal liability.","AI, AI model, AI models",Bias/Ethics,3.0,Specific: AI controversy incl. copyright/rights-of-publicity infringement could cause brand/legal harm
NVIDIA,NVDA,Technology,2024,324,"Complying with multiple regulations from different jurisdictions related to AI could increase our cost of doing business, may change the way that we operate in certain jurisdictions, or may impede our ability to offer certain products and services in certain jurisdictions if we are unable to comply with regulations.",AI,Regulation,3.0,"Specific: multi-jurisdiction AI compliance could raise costs, change operations, impede product offerings"
NVIDIA,NVDA,Technology,2024,325,"Compliance with existing and proposed government regulation of AI, including in jurisdictions such as the European Union as well as under any U.S. regulation adopted in response to the Biden administration’s Executive Order on AI, may also increase the cost of related research and development, and create additional reporting and/or transparency requirements.",AI,Regulation,3.0,"Specific: EU and U.S. AI Executive Order compliance may raise R&D cost, add reporting requirements"
NVIDIA,NVDA,Technology,2024,326,"For example, regulation adopted in response to the Executive Order on AI could require us to notify the USG of certain safety test results and other information.",AI,Regulation,3.0,Highly specific: AI Executive Order response could require notifying USG of safety test results
NVIDIA,NVDA,Technology,2024,327,"Furthermore, changes in AI-related regulation could disproportionately impact and disadvantage us and require us to change our business practices, which may negatively impact our financial results.",AI,Regulation,2.0,AI-related regulation could disproportionately disadvantage the company
NVIDIA,NVDA,Technology,2024,328,Our failure to adequately address concerns and regulations relating to the responsible use of AI by us or others could undermine public confidence in AI and slow adoption of AI in our products and services or cause reputational or financial harm.,AI,Bias/Ethics,2.0,Failure to address responsible-AI concerns/regulations could undermine public confidence/slow adoption
NVIDIA,NVDA,Technology,2024,329,"Concerns about our practices or the ultimate use of our products and services with regard 28 Table of Contents to the collection, use, retention, security or disclosure of personal information or other privacy-related matters, including for use in AI, even if unfounded, could damage our reputation and adversely affect our operating results.",AI,Privacy,2.0,"Concerns re: personal-data practices, including for AI use, could damage reputation"
NVIDIA,NVDA,Technology,2024,330,"As applicable, such rights may include the right to access, correct, or delete certain personal data, and to opt-out of certain data processing activities, such as targeted advertising, profiling and automated decision-making.","AI, automated decision-making",Privacy,2.0,Personal-data rights (access/correct/delete/opt-out) apply to automated decision-making/profiling
NVIDIA,NVDA,Technology,2024,331,"Additionally, several states and localities have enacted measures related to the use of artificial intelligence and machine learning in products and services.","artificial intelligence, machine learning",Regulation,2.0,States/localities have enacted AI/ML-related measures
NVIDIA,NVDA,Technology,2024,332,"Furthermore, the EU AI Act could impose onerous obligations that may disproportionately impact and disadvantage us and require us to change our business practices.",AI,Regulation,3.0,"Specific: EU AI Act could impose onerous, disadvantaging obligations"
Netflix,NFLX,Media,2022,,,,,,
Netflix,NFLX,Media,2023,,,,,,
Netflix,NFLX,Media,2024,333,"In addition, new technological developments, including the development and use of generative artificial intelligence, are rapidly evolving.",artificial intelligence,Other,1.0,Generic statement that generative AI is a rapidly evolving new technology
Netflix,NFLX,Media,2024,334,"In addition, the use or adoption of new and emerging technologies may increase our exposure to intellectual property claims, and the availability of copyright and other intellectual property protection for AI-generated material is uncertain.","AI, AI-generated",Intellectual Property,3.0,Specific: uncertain copyright/IP protection for AI-generated material
NextEra Energy,NEE,Energy,2022,,,,,,
NextEra Energy,NEE,Energy,2023,,,,,,
NextEra Energy,NEE,Energy,2024,335,"In addition, the advancement of artificial intelligence has given rise to added vulnerabilities and potential entry points for cyberattacks.",artificial intelligence,Cybersecurity,2.0,AI advancement adds vulnerabilities/entry points for cyberattacks
Nike,NKE,Retail,2022,,,,,,
Nike,NKE,Retail,2023,,,,,,
Nike,NKE,Retail,2024,336,"Areas of potential savings include simplifying our product assortment, increasing automation and use of technology, streamlining our organization and leveraging our scale to drive greater efficiency.","ML, automation, RAG",Other,0.0,"No explicit AI/ML mention; general automation language, false positive"
Nike,NKE,Retail,2024,337,"Moreover, to the extent we integrate artificial intelligence (""AI"") into our operations, this may increase the cybersecurity and privacy risks, including the risk of unauthorized or misuse of AI tools, we are exposed to, and threat actors may leverage AI to engage in automated, targeted and coordinated attacks of our systems.","artificial intelligence, AI, RAG",Cybersecurity,3.0,Specific: AI integration raises cyber/privacy risk incl. misuse of AI tools and AI-enabled coordinated attacks
Nike,NKE,Retail,2024,338,"Regulations and best practices with respect to new technological developments, including generative AI, are in the process of being developed globally.","AI, generative AI",Regulation,1.0,Generic: regulations/best practices for generative AI still developing
Occidental,OXY,Energy,2022,,,,,,
Occidental,OXY,Energy,2023,,,,,,
Occidental,OXY,Energy,2024,,,,,,
Schlumberger,SLB,Energy,2022,339,"Patent protection on some types of technology, such as software or machine learning processes, may not be available in certain countries in which we operate.","AI, machine learning",Intellectual Property,2.0,Patent protection for ML processes may be unavailable in some countries
Schlumberger,SLB,Energy,2023,340,"Patent protection on some types of technology, such as software or machine learning processes, may not be available in certain countries in which we operate.","AI, machine learning",Intellectual Property,2.0,Duplicate of 2022 passage
Schlumberger,SLB,Energy,2024,341,"Our digital technologies and services, as well as third-party products, services and technologies that we rely on (including emerging technologies, such as artificial intelligence programs), are subject to the risk of cyberattacks and, given the nature of such attacks, some incidents can remain undetected for a period of time despite efforts to detect and respond to them in a timely manner.","artificial intelligence, AI",Cybersecurity,2.0,"AI-related technologies subject to cyberattack risk, some incidents may go undetected"
Schlumberger,SLB,Energy,2024,342,"Cyberattacks are expected to accelerate on a global basis in both frequency and magnitude as threat actors are becoming increasingly sophisticated in using techniques and tools (including artificial intelligence) that circumvent controls, evade detection and even remove forensic evidence of the infiltration.",artificial intelligence,Cybersecurity,3.0,"Specific: sophisticated AI-aided techniques used to circumvent controls, evade detection"
Schlumberger,SLB,Energy,2024,343,"Patent protection on some types of technology, such as software or machine learning processes, may not be available in certain countries in which we operate.","AI, machine learning",Intellectual Property,2.0,Duplicate patent-protection passage
Uber,UBER,Consumer Services,2022,,,,,,
Uber,UBER,Consumer Services,2023,,,,,,
Uber,UBER,Consumer Services,2024,,,,,,
Warner Bros,WBD,Media,2022,,,,,,
Warner Bros,WBD,Media,2023,,,,,,
Warner Bros,WBD,Media,2024,344,"In addition, new technology, including generative artificial intelligence (“AI”), is evolving rapidly and our ability to compete could be adversely affected if our competitors gain an advantage by using such technologies.","artificial intelligence, AI",Competitive,2.0,Competitors gaining advantage via generative AI could hurt ability to compete
Warner Bros,WBD,Media,2024,345,"For example, AI is a new technology for which the advantages and risks associated with its use in such industries are currently largely uncertain and unregulated.",AI,Regulation,1.0,Generic: AI risks/advantages in industry currently uncertain and unregulated
Warner Bros,WBD,Media,2024,346,"The risk of cyberattacks may continue to increase as technologies evolve and cyber criminals conduct their attacks using more sophisticated methods, including those which use AI.",AI,Cybersecurity,2.0,Cyberattacks increasingly sophisticated via AI-based methods
Warner Bros,WBD,Media,2024,347,"Further, new technologies such as generative AI and their impact on our intellectual property rights remain uncertain, and development of the law in this area could impact our ability to protect against infringing uses or result in infringement claims against us.","AI, generative AI",Intellectual Property,3.0,Specific: uncertain impact of generative AI on IP protection/infringement claims
